id,title,album,artist_name,genre,year,length,bitrate,lyrics,album_id,artist_id
16458,You My Everything,Halcyon Days (Deluxe Edition),Ellie Goulding,Pop,2012,211514,320000,,496,104
16459,Buddha (Edit) (ft Holl & Rush and Tom & Jame),"Hardwell Presents Revealed, Vol. 6",Hardwell,Electronic,2015,207905,320000,,137,113
16460,If I Could Be With You,Hello Louis!,Louis Armstrong,Jazz,1990,199398,160000,,421,383
16461,"Riffs And Variations On A Single Note For Jelly Roll, Earl Hines, Louis Armstrong, Baby Dodds, And The King Of Swing, To Name A Few",Illinoise,Sufjan Stevens,Folk Rock,2005,7604,1594437,,402,294
16462,Outstanding,In The Carter Chronicles (Bootleg),Lil Wayne,Hip-Hop,2008,176457,143581,,288,238
16463,The White Cliffs Of Dover,Jim Reeves    151 200 Archive.Org,Jim Reeves,Country,1950,172042,320000,,80,37
16464,Margie,Jim Reeves 0,Jim Reeves,Country,1950,125475,192000,,81,37
16465,Legendary Performer Side One,Jim Reeves 201 265 Archive.Org,Jim Reeves,Country,1950,895033,320000,,82,37
16466,Smooth,"Live in Vancouver, 2009.10.14",Rob Thomas,Rock,2009,355213,155466,,1041,602
16467,Your Love,Love Pink,Nicki Minaj,Hip-Hop,2010,242294,192000,,317,239
16468,Thrilla In Manilla f. Tyga  Ace Hood (prod. DJ Mustard),Mac & Cheese 3,French Montana,Hip-Hop,2012,162335,320000,,234,203
16469,I Don't Need 'Em,Massacre,50 Cent,Hip-Hop,2005,200855,320000,,183,167
16470,1. 3_3-Betterthanm0Rphine. Aac,Mr. Robot Season 1 Vol. 1,Mac Quayle,Soundtrack,2016,201988,320000,,1219,2668
16471,1. 9_4-Forcerobotshand. Sd2,Mr. Robot Season 1 Vol. 2,Mac Quayle,Soundtrack,2016,112337,320000,,1220,2668
16472,SOON AS I GOT HOME,Ms Hill,Lauryn Hill,Hip-Hop,2008,101590,165945,,279,237
16473,Crystal Ball (Ft Steph),No Ceilings 2,Lil Wayne,Hip-Hop,2015,291062,320000,,290,238
16474,Ballerina [Bonus Track],Non-Fiction,Ne-Yo,R&B,2015,255945,320000,,857,543
16475,Paris,Nothing But the Beat,David Guetta,House,2011,280633,262584,,378,54
16476,Secret Admirer,"NV, Fast (Sx)",Najee,Smooth Jazz,2000,299560,48000,,1084,639
16477,No One,"NV, Slow (Sx)",Alicia Keys,Smooth Jazz,2000,270393,96009,,1088,470
16478,Delete All That Sht (Outro),OKE (Deluxe Edition),The Game,Hip-Hop,2013,6406,320000,,349,275
16479,Roll Over Beethoven,"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,141923,320000,,625,458
16480,You Can't Do That,"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,151693,320000,,625,458
16481,Choose [Ft. Ne-Yo & Kelly Rowland] [Version Mixee],One Love (Special Edition),David Guetta,Dance,2009,196806,320000,,120,54
16482,Heaven (Youthkills Mix),Our Version of Events (Special Edition),Emeli Sandé,Pop,2012,214517,320000,,497,421
16483,Tell Me It's Okay (Self-Titled Demo),Paramore Self-Titled (Deluxe),Paramore,Rock,2014,163657,320000,,1036,21
16484,"Happy, the Merciful!","Piano, Sing To Jah",Watch Tower,Instrumentals,2009,165403,192000,,411,378
16485,Va Va Voom,Pink Friday Roman Reloaded,Nicki Minaj,Hip-Hop,2012,183693,64007,,319,239
16486,Blow My Horn,Rango (2011)   Soundtrack,Reggie Codrington,Soundtrack,2011,304561,192000,,1110,721
16487,Gonna,Reloaded: 20 #1 Hits,Blake Shelton,Country,2015,182987,248995,,1200,2577
16488, Kivuaga,Rhumba Loaded (1900's),Tabu Ley,Rhumba,1970,288780,128000,,1235,2684
16489,These Are The Times,Rnb 1999-2007,Drull Hill,R&B,2000,249424,128000,,1176,2327
16490,Break Ya Back,Rnbb 1985-2010,Avant,R&B,2000,208730,48000,,1177,473
16491,A Donde Fuistes Tu,SALSA 2014,Los Barones,Salsa,2014,301165,320000,,1186,2473
16492,Home To Fifi (Skit),Shrek Forever After,Baba & Rumpelstiltskin,Soundtrack,2010,36940,320000,,1114,761
16493,"Baby, Baby Don't Cry","Smokey Robinson, The Greatest Hits",The Miracles,Soul,1992,245707,193729,,1188,2509
16494,Africa,"Soul Mixed, 1980's",Toto,Soul,1985,262100,128000,,1189,1738
16495,Lesson 21,Spanish 01,Pimsleur,Speech,2002,1800127,32000,,1222,2679
16496,Cango,State Of Trance,Pelari,Trance,2013,362614,128000,,1120,795
16497,She's The One,Step Brothers,Royce da 5'9 & Eminem,Hip-Hop,2011,174768,320000,,222,191
16498,Nataka Kuwa Na Wewe,"Swahili, Exclusive",Berry Black,Swahili,2013,271454,128000,,1194,2532
16499,Walk Out,Tha Carter,Lil Wayne,Hip-Hop,2004,67848,318721,,295,238
16500,Get Over (ft Nicki),Tha Carter II,Lil Wayne,Hip-Hop,2005,281688,319986,,296,238
16501,The Undivided Self (for Eppie,The Avalanche Outtakes and Extras from the Illinois Album,Sufjan Stevens,Folk Rock,2006,338710,192000,,405,294
16502,Nervana,The Endless River (Deluxe),Pink Floyd,Rock,2014,330762,320000,,1039,600
16503,Serenade In Blue,The Jazz Ultim,Glenn Miller,Jazz,1970,124357,128000,,1167,345
16504,Cotton Fields,The Legend,Johnny Cash,Country,2005,154409,193933,,89,39
16505,Man in Black,The Legend,Johnny Cash,Country,2005,172878,227432,,89,39
16506,September When It Comes,The Legend,Johnny Cash,Country,2005,219977,185864,,89,39
16507,Wicked Ways [Bonus Track],The Marshall Mathers LP 2,Eminem,Hip-Hop,2013,391340,320000,,225,185
16508,Put You in a Room,The Pinkprint (Deluxe),Nicki Minaj,Hip-Hop,2014,179931,320000,,322,239
16509,Road Trip,The Runaway Jazz,E.L. Mahon,Jazz,2015,459363,320000,,1168,2277
16510,She's Out Of My Life,The Very Best Of Michael Jackson,Michael Jackson,Pop,2009,217338,320000,,556,443
16511,Last Call,The Warm Up,J. Cole,Hip-Hop,2011,453823,320000,,256,231
16512,Quincy Jones Interview #6,Thriller,Michael Jackson,Pop,1982,78654,184721,,557,443
16513,Way down yonder in New Orleans,Tiger Rag,Louis Armstrong,Jazz,1960,332247,160000,,426,383
16514,Constantly Hating (ft Birdman),Trap Kombat 2 The Barter Vs The Carter,Young Thug,Hip-Hop,2015,279048,320000,,300,242
16515,Chapter 21,Trapped in the Closet,R. Kelly,R&B,2007,404976,104452,,880,549
16516,TRON Legacy (End Titles),Tron Legacy (Original Motion Picture Soundtrack),Daft Punk,Soundtrack,2010,197877,207486,,1217,2353
16517,Find Us (In The Back Of The Club) [Deluxe Edition Bonus Track] (ft The Beatnuts),Trouble,Akon,R&B,2004,195186,192000,,659,469
16518,You Know You Know,Unreleased,Drake,Hip-Hop,2014,237758,160000,,209,184
16519,Signal Fire,Up to Now (The Best Of Snow Patrol),Snow Patrol,Rock,2009,265874,179949,,1049,22
16520,Fine China,X (Deluxe Version),Chris Brown,Hip-Hop,2014,213420,320000,,199,53
16521,Ndogo ndogo,"Zilizopendwa, 1980's",Them Mushrooms,Zilizopendwa,1998,307346,128000,,1195,2572
16522,Awooga (Extended Mix),18 Months,Calvin Harris,Electronic,2012,434860,320000,,128,89
16523,People Everyday (1992),1980-1990's Rap,Arrested Development,Hip-Hop,1980,243983,192000,,1163,2127
16524,Don't Fall In Love With A Dreamer (Ft Kim Carnes),21 Number Ones,Kenny Rogers,Country,2006,223505,64000,,90,40
16525,Louisiana Saturday Night,30 Classic Tracks,Don Williams,Country,2009,139493,192000,,68,32
16526,Till The Morning,Before The Party,Chris Brown,Hip-Hop,2015,185050,320000,,197,53
16527,Please Return to Pusan Port,Best 100 Instrumental Songs,Paul Mauriat,Instrumentals,2005,178050,320000,,410,310
16528,Imagine,Best Number One Singles In The,John Lennon,Collection,2004,185965,192000,,1157,527
16529,Another You (Mr. Probz),Best Of 2016,Armin Van Buuren,Dance,2016,195772,320000,,121,0
16530,Karma Chameleon (February 1984),Best Of 80s,Culture Club,Collection,1983,254667,192000,,1124,943
16531,Far From Home (Extended Mix)(ft Cozy),Best Summer 99 Smiles,Gamper & Dadoni,House,2015,279849,320000,,1164,2185
16532,Band Of Gold,Billboard 1956,Don Cherry,Collection,1956,158108,128000,,1125,1011
16533,Be Bop Baby,Billboard 1957,Ricky Nelson,Collection,1957,121231,128000,,1126,1082
16534,Just A Dream,Billboard 1958,Jimmy Clanton,Collection,1958,152127,128000,,1127,1135
16535,Don't You Know,Billboard 1959,Della Reese,Collection,1959,156608,128000,,1128,1189
16536,Surrender,Billboard 1961,Elvis Presley,Collection,1961,114317,128000,,1129,613
16537,Venus,Billboard 1970,Shocking Blue,Collection,1970,183055,128000,,1130,1303
16538,What's Going On,Billboard 1971,Marvin Gaye,Collection,1971,228688,128000,,1131,675
16539,(If Loving You Is Wrong) I Don't Want To Be Right,Billboard 1972,Luther Ingram,Collection,1972,208402,128000,,1132,1425
16540,Angie,Billboard 1973,Rolling Stones,Collection,1973,273011,128000,,1133,1377
16541,Having My Baby,Billboard 1974,Paul Anka,Collection,1974,156175,128000,,1134,708
16542,My Eyes Adored You,Billboard 1975,Frankie Valli,Collection,1975,209661,128000,,1135,1566
16543,More Than A Feeling,Billboard 1976,Boston,Collection,1976,279813,128000,,1136,1605
16544,Dazz,Billboard 1977,Brick,Collection,1977,203969,128000,,1137,1648
16545,Miss You,Billboard 1978,Rolling Stones,Collection,1978,291823,128000,,1138,1377
16546,Stumblin' In,Billboard 1979,Suzi Quatro,Collection,1979,215429,128000,,1139,925
16547,Stumblin' In,Billboard 1979,Suzi Quatro,Collection,1979,215429,128000,,1139,925
16548,More Than I Can Say,Billboard 1980,Leo Sayer,Collection,1980,223361,128000,,1140,1666
16549,More Than I Can Say,Billboard 1980,Leo Sayer,Collection,1980,223361,128000,,1140,1666
16550,9 To 5 (Morning Train),Billboard 1981,Sheena Easton,Collection,1981,200351,128000,,1141,1782
16551,9 To 5 (Morning Train),Billboard 1981,Sheena Easton,Collection,1981,200351,128000,,1141,1782
16552,I Miss You,Billboard 1985,Klymaxx,Collection,1985,333233,128000,,1142,1817
16553,I Miss You,Billboard 1985,Klymaxx,Collection,1985,333233,128000,,1142,1817
16554,Everybody Have Fun Tonight,Billboard 1986,Wang Chung,Collection,1986,257766,128000,,1143,988
16555,Everybody Have Fun Tonight,Billboard 1986,Wang Chung,Collection,1986,257766,128000,,1143,988
16556,Is This Love,Billboard 1987,White Snake,Collection,1987,285662,128000,,1144,1898
16557,Is This Love,Billboard 1987,White Snake,Collection,1987,285662,128000,,1144,1898
16558,Hold Onto The Night,Billboard 1988,Richard Marx,Collection,1988,278032,128000,,1145,1902
16559,Hold Onto The Night,Billboard 1988,Richard Marx,Collection,1988,278032,128000,,1145,1902
16560,Two hearts,Billboard 1989,Phill Collins,Collection,1989,204737,128000,,1146,1823
16561,Two hearts,Billboard 1989,Phill Collins,Collection,1989,204737,128000,,1146,1823
16562, Ice Ice Baby,Billboard 1990,Vanilla Ice,Collection,1990,266543,128000,,1147,1998
16563, Ice Ice Baby,Billboard 1990,Vanilla Ice,Collection,1990,266543,128000,,1147,1998
16564, Emotions,Billboard 1991,Mariah Carey,Collection,1991,248961,128000,,1148,535
16565, Emotions,Billboard 1991,Mariah Carey,Collection,1991,248961,128000,,1148,535
16566,Papa Don't Preach,Celebration (Deluxe),Madonna,Pop,2009,269615,320000,,525,441
16567,The Streets Of Laredo,Come Intro My World Vol. 3,Jim Reeves,Country,2013,188995,192000,,79,37
16568,Camp Yard,Culture (1970's - 2000),Culture,Reggaeton,1970,240419,160000,,1206,2642
16569,Boom,Da Drought 3 (Mixtape),Lil Wayne,Hip-Hop,2007,1155716,32000,,282,238
16570,A Dedication After Disaster,Dedication 2,Lil Wayne,Hip-Hop,2006,51916,128000,,283,238
16571,Outro & Feel Me,Dedication 3,Lil Wayne,Hip-Hop,2008,392827,192000,,284,238
16572,UOENO,Dedication 5,Lil Wayne,Hip-Hop,2013,229459,256000,,285,238
16573,Statistics,"DJ Mebbe presents Vol. 26, September 2010",Lyfe Jennings,Slow Jam,2010,205400,211289,,1187,2493
16574,Seven Bridges Road (Live),"Eagles, Ultimate Greatest Hits",The Eagles,Country Rock,2013,218096,237000,,1159,49
16575,No Apologies,Eminem Presents The Re-Up,Eminem,Hip-Hop,2006,260056,224000,,217,185
16576,For Your Love!,Favourite R&B 1970-2010,Billy Ocean,R&B,2000,400524,128000,,1175,481
16577,Silver Spring,"Fleetwood Mac, Mixed",Fleetwood Mac,Rock,1980,341800,128000,,1182,590
16578, Kamikaze,Franco Luambo (90's),Franco Luambo,Rhumba,1994,476493,128000,,1196,2437
16579,Kamikaze,Franco Luambo Luanzo Makiadi 1990's,Franco Luambo,Rhumba,1994,476489,128000,,1178,2437
16580,I'm Up (ft Gucci Mane),G.O.O.D Vs. YMCMB,2 Chainz,Hip-Hop,2012,119491,320000,,371,165
16581,I'm Up (ft Gucci Mane),G.O.O.D Vs. YMCMB,2 Chainz,Hip-Hop,2012,119491,320000,,371,165
16582,Addicted To Love,Good R&B Mixed   Redmp3.Me,Robert Palmer,R&B,2015,263444,192000,,763,509
16583,Let It Rock,Greatest Hits,Chuck Berry,Oldies,1984,105423,112000,,1171,1100
16584,Hearts Without Chains,Halcyon Days (Deluxe Edition),Ellie Goulding,Pop,2012,228232,320000,,496,104
16585,Never Say Goodbye (Radio Edit) (ft Dyro & Bright Lights),"Hardwell Presents Revealed, Vol. 6",Hardwell,Electronic,2015,231862,320000,,137,113
16586,When You're Smiling,Hello Louis!,Louis Armstrong,Jazz,1990,241889,160000,,421,383
16587,"Out Of Egypt, Into The Great Laugh Of Mankind, And I Shake The Dirt From My Sandals As I Run",Illinoise,Sufjan Stevens,Folk Rock,2005,261590,192000,,402,294
16588,Phase Ft DK,In The Carter Chronicles (Bootleg),Lil Wayne,Hip-Hop,2008,111307,150774,,288,238
16589,The Wilder Your Heart Beats 1954,Jim Reeves    151 200 Archive.Org,Jim Reeves,Country,1950,158040,320000,,80,37
16590,Maria Elena,Jim Reeves 0,Jim Reeves,Country,1950,172956,192000,,81,37
16591,Legendary Performer Side Two,Jim Reeves 201 265 Archive.Org,Jim Reeves,Country,1950,897044,320000,,82,37
16592,Sweet Talk,Live From The Royal Albert Hall,The Killers,Rock,2009,318667,206409,,1062,286
16593,This Is How A Heart Breaks,"Live in Vancouver, 2009.10.14",Rob Thomas,Rock,2009,350171,157293,,1041,602
16594,"Hate It Or Love It (G-Unit Remix) (Bonus Track) (Feat. The Game, Tony Yayo, Y",Massacre,50 Cent,Hip-Hop,2005,323866,320000,,183,167
16595,1. 3_4-Allsafevirus. Bwf,Mr. Robot Season 1 Vol. 1,Mac Quayle,Soundtrack,2016,115836,320000,,1219,2668
16596,1. 9_5-Urmygod. Ogg,Mr. Robot Season 1 Vol. 2,Mac Quayle,Soundtrack,2016,109803,320000,,1220,2668
16597,FREEDOM,Ms Hill,Lauryn Hill,Hip-Hop,2008,279457,159375,,279,237
16598,I Think I Love Her (Feat Tyga & Shanell),No Ceilings,Lil Wayne,Hip-Hop,2009,237797,256000,,289,238
16599,Diamonds Dancing,No Ceilings 2,Lil Wayne,Hip-Hop,2015,306239,320000,,290,238
16600,Glasgow,Nothing But the Beat,David Guetta,House,2011,313756,259372,,378,54
16601,Laid Back,"NV, Fast (Sx)",Doc Powell,Smooth Jazz,2000,284395,96009,,1084,640
16602,You Covered Me,"NV, Slow (Sx)",Hezekiah Walker,Smooth Jazz,2000,254563,96010,,1088,653
16603,(Bonus) Hollywood [feat. Scarface],OKE (Deluxe Edition),The Game,Hip-Hop,2013,171526,320000,,349,275
16604,Honey Don't,"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,144039,320000,,625,458
16605,There's A Place,"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,109035,320000,,625,458
16606,On The Dancefloor [Ft. Will.I.Am & Apl De Ap] [Extended Version Mixee],One Love (Special Edition),David Guetta,Dance,2009,256470,320000,,120,54
16607,Still Into You (Live at Red Rocks),Paramore Self-Titled (Deluxe),Paramore,Rock,2014,270889,320000,,1036,21
16608,“Jehovah Is My Shepherd”,"Piano, Sing To Jah",Watch Tower,Instrumentals,2009,224378,192000,,411,378
16609,Masquerade,Pink Friday Roman Reloaded,Nicki Minaj,Hip-Hop,2012,228728,64005,,319,239
16610,C Note,Rango (2011)   Soundtrack,Reggie Codrington,Soundtrack,2011,257358,192000,,1110,721
16611, Oleli Oleli,Rhumba Loaded (1900's),Youlou Mabiala,Rhumba,1970,522490,128000,,1235,2690
16612,Can You Feel The Love Tonight,Rnb 1999-2007,Elton John,R&B,2000,240724,128000,,1176,494
16613,"Don't Say No, Just Say Yes",Rnbb 1985-2010,Avant,R&B,2000,273412,48000,,1177,473
16614,Yo Soy Asi (feat. Dante De Charanga Habanera),SALSA 2014,Este Habana,Salsa,2014,271072,320000,,1186,2462
16615,Cruisin',"Smokey Robinson, The Greatest Hits",Smokey Robinson,Soul,1992,260780,184196,,1188,1294
16616,Think Of You,"Soul Mixed, 1980's",Whigfield,Soul,1985,257503,128000,,1189,2433
16617,Lesson 22,Spanish 01,Pimsleur,Speech,2002,1758802,32000,,1222,2679
16618,One (Your Name),State Of Trance,Swedish House Mafia,Trance,2013,327407,128000,,1120,779
16619,Dinodrums Vs. Don’t Deserve You Accapella (Avb Mash Up),State Of Trance August Edition,Estiva,Trance,2013,193342,128000,,1121,805
16620,2.0 Boys,Step Brothers,Royce da 5'9 & Eminem,Hip-Hop,2011,111238,320000,,222,191
16621,Natumaini,"Swahili, Exclusive",Beka,Swahili,2013,273801,160000,,1194,2530
16622,Fly Out,Tha Carter II,Lil Wayne,Hip-Hop,2005,144576,319161,,296,238
16623,Perhaps - New Take 3,The Jazz Ultim,Charlie Parker,Jazz,1970,132764,192000,,1167,2215
16624,A Thing Called Love,The Legend,Johnny Cash,Country,2005,153234,213562,,89,39
16625,Pick a Bale o' Cotton,The Legend,Johnny Cash,Country,2005,118987,185873,,89,39
16626,Tears in the Holston River,The Legend,Johnny Cash,Country,2005,221884,178846,,89,39
16627,Truffle Butter (Feat. Drake & Lil Wayne),The Pinkprint (Deluxe),Nicki Minaj,Hip-Hop,2014,219297,320000,,322,239
16628,So Be It,The Runaway Jazz,Carl Miles,Jazz,2015,251193,320000,,1168,2278
16629,P.Y.T. (Pretty Young Thing),The Very Best Of Michael Jackson,Michael Jackson,Pop,2009,238811,320000,,556,443
16630,Balance,The Warm Up,J. Cole,Hip-Hop,2011,257335,320000,,256,231
16631,Chapter 22,Trapped in the Closet,R. Kelly,R&B,2007,263497,133020,,880,549
16632,Finale,Tron Legacy (Original Motion Picture Soundtrack),Daft Punk,Soundtrack,2010,262817,193978,,1217,2353
16633,I'm Back [Deluxe Edition Bonus Track] (ft Baby Bash),Trouble,Akon,R&B,2004,220003,192000,,659,469
16634,Do It All,Unreleased,Drake,Hip-Hop,2014,299519,192000,,209,184
16635,Spitting Games,Up to Now (The Best Of Snow Patrol),Snow Patrol,Rock,2009,226063,235356,,1049,22
16636,Simba wa Nyika - Pamela ,"Zilizopendwa, 1980's",Simba Wa Nyika,Zilizopendwa,1998,309855,128000,,1195,2569
16637,The Ballad Of John And Yoko,1,The Beatles,Pop,2000,182127,192000,,617,458
16638,Raw (1988),1980-1990's Rap,Big Daddy Kane,Hip-Hop,1980,248999,192000,,1163,2129
16639,Coming Apart,30 Classic Tracks,Don Williams,Country,2009,167915,192000,,68,32
16640,Right Now,Before The Party,Chris Brown,Hip-Hop,2015,195987,256000,,197,53
16641,Washington Square,Best 100 Instrumental Songs,Village Stompers,Instrumentals,2005,159059,320000,,410,321
16642,The Nights,Best Of 2016,Avicii,Dance,2016,179915,320000,,121,83
16643,Cars (June 1980),Best Of 80s,Gary Numan,Collection,1983,239229,192000,,1124,944
16644,Forget You (Club Mix),Best Summer 99 Smiles,Ginex Asiss,House,2015,376816,320000,,1164,2186
16645,Allegheny Moon,Billboard 1956,Patti Page,Collection,1956,169863,128000,,1125,1012
16646,Fascination                   ,Billboard 1957,Jane Morgan & The Troubadors,Collection,1957,144273,128000,,1126,1083
16647,Rockin  Robin,Billboard 1958,Bobby Day,Collection,1958,156959,128000,,1127,1136
16648,Pink Shoelaces,Billboard 1959,Dodie Stevens,Collection,1959,147816,128000,,1128,1190
16649,The Boll Weevil Song,Billboard 1961,Brook Benton,Collection,1961,161891,192000,,1129,1202
16650,Get Ready,Billboard 1970,Rare Earth,Collection,1970,164879,128000,,1130,1304
16651,She's A Lady,Billboard 1971,Tom Jones,Collection,1971,173797,128000,,1131,1342
16652,The Lion Sleeps Tonight,Billboard 1972,Robert John,Collection,1972,158736,128000,,1132,1426
16653,Just You 'N' Me,Billboard 1973,Chicago,Collection,1973,225175,174064,,1133,1331
16654,Do It ('til You're Satisfied),Billboard 1974,B. T. Express,Collection,1974,194305,128000,,1134,1520
16655,Ballroom Blitz,Billboard 1975,Sweet,Collection,1975,240655,128000,,1135,1481
16656,Love Hangover,Billboard 1976,Diana Ross,Collection,1976,225164,128000,,1136,1500
16657,I Wish,Billboard 1977,Stevie Wonder,Collection,1977,251512,128000,,1137,555
16658,If I Can't Have You,Billboard 1978,Yvonne Elliman,Collection,1978,179917,128000,,1138,1634
16659,Sharing The Night Together,Billboard 1979,Dr. Hook,Collection,1979,179117,128000,,1139,903
16660,Sharing The Night Together,Billboard 1979,Dr. Hook,Collection,1979,179117,128000,,1139,903
16661,The Rose,Billboard 1980,Bette Midler,Collection,1980,212567,128000,,1140,1512
16662,The Rose,Billboard 1980,Bette Midler,Collection,1980,212567,128000,,1140,1512
16663,Every Woman in the World,Billboard 1981,Air Supply,Collection,1981,210435,128000,,1141,412
16664,Every Woman in the World,Billboard 1981,Air Supply,Collection,1981,210435,128000,,1141,412
16665,Sea Of Love,Billboard 1985,Robert Plant & The Honeydrippers,Collection,1985,185763,128000,,1142,1818
16666,Sea Of Love,Billboard 1985,Robert Plant & The Honeydrippers,Collection,1985,185763,128000,,1142,1818
16667,Friends & Lovers,Billboard 1986,Carl Anderson & Gloria Loring,Collection,1986,231610,128000,,1143,1858
16668,Friends & Lovers,Billboard 1986,Carl Anderson & Gloria Loring,Collection,1986,231610,128000,,1143,1858
16669,Shake Your Love,Billboard 1987,Debbie Gibson,Collection,1987,226852,160000,,1144,1899
16670,Shake Your Love,Billboard 1987,Debbie Gibson,Collection,1987,226852,160000,,1144,1899
16671,Man In The Mirror,Billboard 1988,Michael Jackson,Collection,1988,319623,128000,,1145,443
16672,Man In The Mirror,Billboard 1988,Michael Jackson,Collection,1988,319623,128000,,1145,443
16673, Girl I'm Gonna Miss You,Billboard 1989,Milli Vanilli,Collection,1989,264336,128000,,1146,1956
16674, Girl I'm Gonna Miss You,Billboard 1989,Milli Vanilli,Collection,1989,264336,128000,,1146,1956
16675, Sending All My Love,Billboard 1990,Linear,Collection,1990,233512,128000,,1147,1999
16676, Sending All My Love,Billboard 1990,Linear,Collection,1990,233512,128000,,1147,1999
16677,Lucky Star,Celebration (Deluxe),Madonna,Pop,2009,218963,320000,,525,441
16678,Rodger Young,Come Intro My World Vol. 3,Jim Reeves,Country,2013,201795,192000,,79,37
16679,Chant Down Babylon,Culture (1970's - 2000),Culture,Reggaeton,1970,227034,56000,,1206,2642
16680,N.O. Nigga,Da Drought 3 (Mixtape),Lil Wayne,Hip-Hop,2007,1084992,32000,,282,238
16681,No Other(ft Juelz Santana),Dedication 2,Lil Wayne,Hip-Hop,2006,331505,128000,,283,238
16682,Levels ft. Vado,Dedication 5,Lil Wayne,Hip-Hop,2013,224391,256000,,285,238
16683,Mama (ft Anthony Hamilton),"DJ Mebbe presents Vol. 26, September 2010",Lyfe Jennings,Slow Jam,2010,194142,188430,,1187,2493
16684,Life's Been Good (Live),"Eagles, Ultimate Greatest Hits",The Eagles,Country Rock,2013,535457,246580,,1159,49
16685,Hound Dog,"Elvis Presley, Vol 104",Elvis Presley,Rock & Roll,1960,134932,192000,,1069,613
16686,My Only Woman,Favourite R&B 1970-2010,Billy Ocean,R&B,2000,295721,128000,,1175,481
16687,The Chain,"Fleetwood Mac, Mixed",Fleetwood Mac,Rock,1980,311106,128000,,1182,590
16688, Proprietatare,Franco Luambo (90's),Franco Luambo,Rhumba,1994,933905,128000,,1196,2437
16689,Track 04,Franco Luambo Luanzo Makiadi 1990's,Franco Luambo,Rhumba,1994,933893,128000,,1178,2437
16690,Sweet (Dissing Drake),G.O.O.D Vs. YMCMB,Pusha T,Hip-Hop,2012,71414,320000,,371,266
16691,Sweet (Dissing Drake),G.O.O.D Vs. YMCMB,Pusha T,Hip-Hop,2012,71414,320000,,371,266
16692,If Tomorrow Never Comes,Good R&B Mixed   Redmp3.Me,Ronan Keating,R&B,2015,214360,192000,,763,510
16693,Bye Bye Johnny,Greatest Hits,Chuck Berry,Oldies,1984,125798,112000,,1171,1100
16694,Stay Awake ( Madeon),Halcyon Days (Deluxe Edition),Ellie Goulding,Pop,2012,208901,320000,,496,104
16695,Riptide (Edit) (ft Maddix),"Hardwell Presents Revealed, Vol. 6",Hardwell,Electronic,2015,235889,320000,,137,113
16696,Go Down Moses,Hello Louis!,Louis Armstrong,Jazz,1990,218581,160000,,421,383
16697,One Night Only,In The Carter Chronicles (Bootleg),Lil Wayne,Hip-Hop,2008,217756,146649,,288,238
16698,This Isn't Me,Jim Reeves    151 200 Archive.Org,Jim Reeves,Country,1950,127033,320000,,80,37
16699,Marie,Jim Reeves 0,Jim Reeves,Country,1950,115548,192000,,81,37
16700,Men With Broken Hearts,Jim Reeves 201 265 Archive.Org,Jim Reeves,Country,1950,137038,320000,,82,37
16701,The River Is Wild,Live From The Royal Albert Hall,The Killers,Rock,2009,321384,193894,,1062,286
16702,1. 3_5-Da3M0Nsneverstop. Caf,Mr. Robot Season 1 Vol. 1,Mac Quayle,Soundtrack,2016,132633,320000,,1219,2668
16703,1. 9_6-Nothingisreal. Ra,Mr. Robot Season 1 Vol. 2,Mac Quayle,Soundtrack,2016,169101,320000,,1220,2668
16704,SK IS,Ms Hill,Lauryn Hill,Hip-Hop,2008,50337,158007,,279,237
16705,No Days Off,No Ceilings 2,Lil Wayne,Hip-Hop,2015,276642,320000,,290,238
16706,Morning Dance,"NV, Fast (Sx)",Spyro Gyra,Smooth Jazz,2000,238173,48000,,1084,633
16707,Secret Lovers,"NV, Slow (Sx)",Altantic Starr,Smooth Jazz,2000,259020,48000,,1088,654
16708,Bumper Bundle (Speech),"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,49397,320000,,625,458
16709,I'll Follow The Sun,"On Air Live At The Bbc, Vol. 2",The Beatles,Pop,2013,111020,320000,,625,458
16710,Missing You [Ft. Novel] [Club New Version Mixee],One Love (Special Edition),David Guetta,Dance,2009,299441,320000,,120,54
16711,Decode (Live at Red Rocks),Paramore Self-Titled (Deluxe),Paramore,Rock,2014,264333,320000,,1036,21
16712,"Jehovah, Our Strength","Piano, Sing To Jah",Watch Tower,Instrumentals,2009,209902,192000,,411,378
16713,Groove Time feat Paul Jackson Jr,Rango (2011)   Soundtrack,Reggie Codrington,Soundtrack,2011,276741,192000,,1110,721
16714,Sale Ou Sucre,Rhumba Loaded (1900's),Mbilia Bel,Rhumba,1970,300590,192000,,1235,2680
16715,Sacrifice,Rnb 1999-2007,Elton John,R&B,2000,307393,128000,,1176,494
16716,Don't Take Your Love Away,Rnbb 1985-2010,Avant,R&B,2000,266724,48000,,1177,473
16717,Te Voy a Perder,SALSA 2014,Leo,Salsa,2014,263079,320000,,1186,2470
16718,Thank You Mr DJ,"Soul Mixed, 1980's",Yvonne Chaka Chaka,Soul,1985,280675,128000,,1189,2518
16719,Lesson 23,Spanish 01,Pimsleur,Speech,2002,1833512,32000,,1222,2679
